Date Time,Latitude,Longitude,Elevation,Temperature Height (m),Wind Height (m),Total Solar Radiation(MJ),Max Temp(deg C),Min Temp(deg C),Total Rainfall(mm),Average Dewpoint(deg C),Total Wind Run(km/day)
4/13/2002,29.80266,-82.41081,48.768,2,10,11.06,23.68,17.83,7.21,18.19,310.8
4/14/2002,29.80266,-82.41081,48.768,2,10,20.3,28.13,14.89,0.23,16.95,281.3
4/15/2002,29.80266,-82.41081,48.768,2,10,21.13,28.84,12.32,,16.2,178
4/16/2002,29.80266,-82.41081,48.768,2,10,24.01,29.84,14.54,,17.53,211.4
4/17/2002,29.80266,-82.41081,48.768,2,10,21.69,30.38,15.15,,18.12,198.5
4/18/2002,29.80266,-82.41081,48.768,2,10,21.17,30.45,15.95,,18.43,197.8
4/19/2002,29.80266,-82.41081,48.768,2,10,26.8,31.46,14.37,,17.64,191.8
4/20/2002,29.80266,-82.41081,48.768,2,10,22.35,31.68,18.14,0.23,18.66,236.5
4/21/2002,29.80266,-82.41081,48.768,2,10,25.38,31.95,17.45,,16.56,334.1
4/22/2002,29.80266,-82.41081,48.768,2,10,25.89,31.4,16.36,,18.23,415.5
4/23/2002,29.80266,-82.41081,48.768,2,10,22.32,29.48,16.45,,13.14,290.5
4/24/2002,29.80266,-82.41081,48.768,2,10,25,29.49,11.71,,15.31,390
4/25/2002,29.80266,-82.41081,48.768,2,10,21.67,30.25,19.06,,18.78,440.2
4/26/2002,29.80266,-82.41081,48.768,2,10,24.72,30.94,16.84,,17.45,306.6
4/27/2002,29.80266,-82.41081,48.768,2,10,20.91,31.5,18.01,,19.5,191.4
4/28/2002,29.80266,-82.41081,48.768,2,10,21.53,30.1,16.94,,18.54,416.2
4/29/2002,29.80266,-82.41081,48.768,2,10,19.89,30.41,19.82,,20.42,452.7
4/30/2002,29.80266,-82.41081,48.768,2,10,21.94,31.7,19.09,,19.88,253.4
5/1/2002,29.80266,-82.41081,48.768,2,10,26.18,30.52,18.37,,18.96,515.7
5/2/2002,29.80266,-82.41081,48.768,2,10,26.51,31.08,20.93,,20.4,577.9
5/3/2002,29.80266,-82.41081,48.768,2,10,25.05,33.06,20.77,,20.24,416.9
5/4/2002,29.80266,-82.41081,48.768,2,10,24.9,34.04,19.64,,20.59,364.5
5/5/2002,29.80266,-82.41081,48.768,2,10,21.47,29.93,18.77,,20.36,378.7
5/6/2002,29.80266,-82.41081,48.768,2,10,24.21,29.41,17.86,,18.75,377
5/7/2002,29.80266,-82.41081,48.768,2,10,23.1,31.5,13.85,,17.13,189.1
5/8/2002,29.80266,-82.41081,48.768,2,10,24.55,32.32,16.41,,18.61,271.7
5/9/2002,29.80266,-82.41081,48.768,2,10,25.85,33.62,19.98,,18.96,277.1
5/10/2002,29.80266,-82.41081,48.768,2,10,24.2,33.21,20.25,,19.39,309.5
5/11/2002,29.80266,-82.41081,48.768,2,10,24.05,31.83,16.77,,18.24,428.1
5/12/2002,29.80266,-82.41081,48.768,2,10,25.36,32.51,17.47,,18.68,371.4
5/13/2002,29.80266,-82.41081,48.768,2,10,20.01,30.76,20.7,,20.13,535.2
5/14/2002,29.80266,-82.41081,48.768,2,10,26.58,26.79,11.19,0.46,13.86,317
5/15/2002,29.80266,-82.41081,48.768,2,10,26.02,27.62,7.2,,11.39,385.6
5/16/2002,29.80266,-82.41081,48.768,2,10,22.63,30.48,10.06,,15.14,396.1
5/17/2002,29.80266,-82.41081,48.768,2,10,19.97,32.24,17.27,,19.26,444.5
5/18/2002,29.80266,-82.41081,48.768,2,10,14.2,29.36,20.28,20.32,20.86,419.1
5/19/2002,29.80266,-82.41081,48.768,2,10,4.05,22.15,12.29,1.37,15.02,449.8
5/20/2002,29.80266,-82.41081,48.768,2,10,29.29,23.54,9.94,,9.46,459.5
5/21/2002,29.80266,-82.41081,48.768,2,10,29.55,24.4,7.88,,7.73,342.9
5/22/2002,29.80266,-82.41081,48.768,2,10,27.41,23.11,7.24,,8.86,478.4
5/23/2002,29.80266,-82.41081,48.768,2,10,22.85,26.41,12.77,,14.85,463.5
5/24/2002,29.80266,-82.41081,48.768,2,10,25.39,29.53,11.29,,14.59,234.5
5/25/2002,29.80266,-82.41081,48.768,2,10,23.43,29.68,13.49,,15.18,310
5/26/2002,29.80266,-82.41081,48.768,2,10,27.9,30.24,12.03,,14.06,385.5
5/27/2002,29.80266,-82.41081,48.768,2,10,17.18,28.32,12.87,,17.98,462.1
5/28/2002,29.80266,-82.41081,48.768,2,10,26.34,30.21,17.61,,18.57,431.9
5/29/2002,29.80266,-82.41081,48.768,2,10,23.44,30.16,16.95,,19.24,336.6
5/30/2002,29.80266,-82.41081,48.768,2,10,19.93,31.66,16.52,0.46,19.12,241
5/31/2002,29.80266,-82.41081,48.768,2,10,19.71,32.61,16.55,16.97,19.01,278.3
6/1/2002,29.80266,-82.41081,48.768,2,10,27.98,33.37,14.82,,17.76,153.4
6/2/2002,29.80266,-82.41081,48.768,2,10,25.71,35.24,19.1,0.23,20.33,262.6
6/3/2002,29.80266,-82.41081,48.768,2,10,24.65,36.28,21.19,1.85,21.18,251.5
6/4/2002,29.80266,-82.41081,48.768,2,10,15.59,33.59,20.61,,21.04,254
6/5/2002,29.80266,-82.41081,48.768,2,10,18.85,33.3,20.97,,21.08,385.6
6/6/2002,29.80266,-82.41081,48.768,2,10,15.29,30.76,20.97,8.71,21.92,200.6
6/7/2002,29.80266,-82.41081,48.768,2,10,15.73,30.99,18.95,0.91,21.79,195.9
6/8/2002,29.80266,-82.41081,48.768,2,10,11.74,28.76,20.21,12.62,21.57,298.6
6/9/2002,29.80266,-82.41081,48.768,2,10,18.55,28.76,19.11,0.69,20.53,380.3
6/10/2002,29.80266,-82.41081,48.768,2,10,16.22,28.17,18.6,0.91,20.74,380.3
6/11/2002,29.80266,-82.41081,48.768,2,10,17.45,27.93,20.62,,21.69,417.8
6/12/2002,29.80266,-82.41081,48.768,2,10,22.11,32.08,19.02,,21.15,282.2
6/13/2002,29.80266,-82.41081,48.768,2,10,24.42,33.68,20.15,,21.92,292.7
6/14/2002,29.80266,-82.41081,48.768,2,10,25.77,33.73,20.8,,21.63,545.5
6/15/2002,29.80266,-82.41081,48.768,2,10,26.46,32.49,21.69,,19.32,283.4
6/16/2002,29.80266,-82.41081,48.768,2,10,24.61,32.92,17.07,,16.74,281.8
6/17/2002,29.80266,-82.41081,48.768,2,10,14.86,28.54,16.4,2.79,19.51,252.7
6/18/2002,29.80266,-82.41081,48.768,2,10,6.93,24.1,20.21,0.91,20.48,263.5
6/19/2002,29.80266,-82.41081,48.768,2,10,16.34,29.77,18.98,4.6,21.21,325
6/20/2002,29.80266,-82.41081,48.768,2,10,18.02,29.39,20.64,,21.42,416
6/21/2002,29.80266,-82.41081,48.768,2,10,10.03,24.34,20.31,6.48,20.65,410.4
6/22/2002,29.80266,-82.41081,48.768,2,10,6.5,23.17,20.47,25.83,21.14,346.9
6/23/2002,29.80266,-82.41081,48.768,2,10,16.81,29.37,19.49,0.46,21.91,332.5
6/24/2002,29.80266,-82.41081,48.768,2,10,14.06,28.49,20.25,16.41,21.81,215.7
6/25/2002,29.80266,-82.41081,48.768,2,10,15.97,30.33,20.1,3,21.87,299.1
6/26/2002,29.80266,-82.41081,48.768,2,10,19,29.85,21.23,0.91,22.19,232.2
6/27/2002,29.80266,-82.41081,48.768,2,10,17.78,31.46,21.06,1.85,21.98,235.7
6/28/2002,29.80266,-82.41081,48.768,2,10,22.83,32.57,19.17,11.68,21.52,198.8
6/29/2002,29.80266,-82.41081,48.768,2,10,20.48,31.6,20.57,3.45,22.36,214.2
6/30/2002,29.80266,-82.41081,48.768,2,10,17.07,29.64,20.55,0.46,22.11,236.3
7/1/2002,29.80266,-82.41081,48.768,2,10,25.35,30.09,17.92,1.65,20.72,225.8
7/2/2002,29.80266,-82.41081,48.768,2,10,23.4,30.77,18.63,,20.58,187.9
7/3/2002,29.80266,-82.41081,48.768,2,10,19.15,32.71,20.1,8.03,21.26,314.1
7/4/2002,29.80266,-82.41081,48.768,2,10,18.11,30.13,18.39,0.91,21.03,517.4
7/5/2002,29.80266,-82.41081,48.768,2,10,14.3,28.92,19.71,5.41,21.86,286.7
7/6/2002,29.80266,-82.41081,48.768,2,10,21.43,31.69,18.73,4.24,22.05,224.6
7/7/2002,29.80266,-82.41081,48.768,2,10,25.83,32.2,20.33,,21.32,323.9
7/8/2002,29.80266,-82.41081,48.768,2,10,15.82,30.93,21.05,12.85,21.81,279.1
7/9/2002,29.80266,-82.41081,48.768,2,10,16.48,28.74,19.88,1.83,21.89,281.2
7/10/2002,29.80266,-82.41081,48.768,2,10,23.86,30.29,19.3,,20.9,287.3
7/11/2002,29.80266,-82.41081,48.768,2,10,27.27,31.8,17.98,,21.22,270.1
7/12/2002,29.80266,-82.41081,48.768,2,10,19.12,29.96,22.39,,22.9,287.1
7/13/2002,29.80266,-82.41081,48.768,2,10,6.59,26.47,22.18,11.68,22.97,354.4
7/14/2002,29.80266,-82.41081,48.768,2,10,17.73,31.03,23.16,17.58,23.82,425.4
7/15/2002,29.80266,-82.41081,48.768,2,10,25.81,32.22,23.61,,23.25,349.9
7/16/2002,29.80266,-82.41081,48.768,2,10,27.07,34,22.74,,23.2,254
7/17/2002,29.80266,-82.41081,48.768,2,10,26.01,34.68,22.84,13.23,23.08,281.1
7/18/2002,29.80266,-82.41081,48.768,2,10,22,34.27,23.77,0.23,23.55,187.1
7/19/2002,29.80266,-82.41081,48.768,2,10,22.45,35.53,22.66,18.59,23.42,290.5
7/20/2002,29.80266,-82.41081,48.768,2,10,14.08,32.29,21.1,26.42,22.33,364.1
7/21/2002,29.80266,-82.41081,48.768,2,10,8.91,28.37,19.89,6.53,21.48,225.6
7/22/2002,29.80266,-82.41081,48.768,2,10,18.91,29.02,18.94,,22.07,271.6
7/23/2002,29.80266,-82.41081,48.768,2,10,16.85,29.34,19.69,,21.82,228.5
7/24/2002,29.80266,-82.41081,48.768,2,10,19.24,31.53,20.87,,22.1,189.2
7/25/2002,29.80266,-82.41081,48.768,2,10,19.04,32.65,19.18,0.23,21.48,191.3
7/26/2002,29.80266,-82.41081,48.768,2,10,20.21,33.23,21.47,1.14,22.48,214.9
7/27/2002,29.80266,-82.41081,48.768,2,10,18.86,32.29,19.82,,22.27,211.8
7/28/2002,29.80266,-82.41081,48.768,2,10,19.34,32.73,19.71,1.85,22.13,176.2
7/29/2002,29.80266,-82.41081,48.768,2,10,21.16,32.29,19.1,5.97,22.38,179.3
7/30/2002,29.80266,-82.41081,48.768,2,10,26.81,32.84,19.88,,21.92,280.2
7/31/2002,29.80266,-82.41081,48.768,2,10,24.81,32.32,20.31,,21.16,276.1
8/1/2002,29.80266,-82.41081,48.768,2,10,17.28,32.14,21.22,8.76,22.18,269.7
8/2/2002,29.80266,-82.41081,48.768,2,10,19.29,30.78,20.12,5.46,22.21,199.6
8/3/2002,29.80266,-82.41081,48.768,2,10,13.82,29.44,19.77,17.2,21.9,167.3
8/4/2002,29.80266,-82.41081,48.768,2,10,10.3,29.39,20.04,8.41,22.57,151.4
8/5/2002,29.80266,-82.41081,48.768,2,10,23.38,31.68,19.72,0.23,22.73,312.3
8/6/2002,29.80266,-82.41081,48.768,2,10,26.92,33.58,20.83,,22.27,374.5
8/7/2002,29.80266,-82.41081,48.768,2,10,13.5,28.95,18.46,,22.14,400.7
8/8/2002,29.80266,-82.41081,48.768,2,10,26.93,30.02,13.66,,15.59,330.7
8/9/2002,29.80266,-82.41081,48.768,2,10,20.44,28.75,12.11,,17.47,399.4
8/10/2002,29.80266,-82.41081,48.768,2,10,21.93,30.23,18.24,,19.32,330.6
8/11/2002,29.80266,-82.41081,48.768,2,10,25.37,30.8,16.48,,18.49,340.7
8/12/2002,29.80266,-82.41081,48.768,2,10,10.25,27.92,17.89,18.54,21.27,247.7
8/13/2002,29.80266,-82.41081,48.768,2,10,17.95,30.38,22,2.13,22.45,360.6
8/14/2002,29.80266,-82.41081,48.768,2,10,20.52,31.95,18.94,,22.15,264.2
8/15/2002,29.80266,-82.41081,48.768,2,10,13.48,31.11,19.64,24.16,21.95,270.4
8/16/2002,29.80266,-82.41081,48.768,2,10,22.07,32.67,21.87,0.23,23.24,305.1
8/17/2002,29.80266,-82.41081,48.768,2,10,18.26,32.82,21.64,13.31,23.24,202.9
8/18/2002,29.80266,-82.41081,48.768,2,10,17.52,32.02,20.06,49.91,22.85,173.1
8/19/2002,29.80266,-82.41081,48.768,2,10,22.71,31.31,21.13,0.23,23.13,265.1
8/20/2002,29.80266,-82.41081,48.768,2,10,12.97,29.12,21.89,0.23,23.03,194.3
8/21/2002,29.80266,-82.41081,48.768,2,10,21.57,31.46,19.49,3.76,22.35,162.9
8/22/2002,29.80266,-82.41081,48.768,2,10,24.48,32.21,18.66,,21.62,209.7
8/23/2002,29.80266,-82.41081,48.768,2,10,24.15,33.27,18.16,,21.51,122.6
8/24/2002,29.80266,-82.41081,48.768,2,10,24.77,34.07,21.38,,22.44,216
8/25/2002,29.80266,-82.41081,48.768,2,10,24.32,33.49,21.34,,22.49,287.8
8/26/2002,29.80266,-82.41081,48.768,2,10,14.73,29.74,21.62,1.14,22.55,290.4
8/27/2002,29.80266,-82.41081,48.768,2,10,15.23,29.29,21.79,41.38,22.64,383.9
8/28/2002,29.80266,-82.41081,48.768,2,10,17.57,29.91,21.22,,22.73,250.8
8/29/2002,29.80266,-82.41081,48.768,2,10,13.06,29.87,20.4,23.7,22.94,228.5
8/30/2002,29.80266,-82.41081,48.768,2,10,9.69,29.51,21.5,46.56,22.59,239.4
8/31/2002,29.80266,-82.41081,48.768,2,10,11.55,27.69,21.83,,23.15,355.4
9/1/2002,29.80266,-82.41081,48.768,2,10,18.12,31.13,22.35,,23.7,304.6
9/2/2002,29.80266,-82.41081,48.768,2,10,15.25,30.67,23.34,,23.38,243.4
9/3/2002,29.80266,-82.41081,48.768,2,10,16.89,30.66,20.56,,22.21,230.8
9/4/2002,29.80266,-82.41081,48.768,2,10,19.03,31.15,20.76,1.88,23.03,335.9
9/5/2002,29.80266,-82.41081,48.768,2,10,14.83,31.27,22.07,15.75,23.4,433.5
9/6/2002,29.80266,-82.41081,48.768,2,10,21.08,31.19,21.45,,22.51,359.2
9/7/2002,29.80266,-82.41081,48.768,2,10,20.75,30.79,19.83,,21.31,322.1
9/8/2002,29.80266,-82.41081,48.768,2,10,17.99,29.64,20.32,5.28,22.01,342.2
9/9/2002,29.80266,-82.41081,48.768,2,10,21.4,31.7,20.9,,22.28,235.8
9/10/2002,29.80266,-82.41081,48.768,2,10,23.1,31.85,19.17,,21.19,281
9/11/2002,29.80266,-82.41081,48.768,2,10,14.11,29.84,21.24,,21.89,309
9/12/2002,29.80266,-82.41081,48.768,2,10,17.41,30.35,18.59,14.81,21.22,264.8
9/13/2002,29.80266,-82.41081,48.768,2,10,13.81,29.46,21.21,0.46,22.65,355.6
9/14/2002,29.80266,-82.41081,48.768,2,10,8.72,29.87,20.96,45.42,22.86,393.8
9/15/2002,29.80266,-82.41081,48.768,2,10,13.35,31.03,21.26,1.17,23.26,309.3
9/16/2002,29.80266,-82.41081,48.768,2,10,21.15,31.74,20.88,,23.25,216.4
9/17/2002,29.80266,-82.41081,48.768,2,10,21.51,32.23,21.38,,22.72,195
9/18/2002,29.80266,-82.41081,48.768,2,10,21.44,32.18,20.38,,22.41,164.6
9/19/2002,29.80266,-82.41081,48.768,2,10,22.16,32.27,20.46,,21.92,238.6
9/20/2002,29.80266,-82.41081,48.768,2,10,14.67,30.87,20.34,,22.65,345.5
9/21/2002,29.80266,-82.41081,48.768,2,10,18.95,30.49,20.27,0.23,21.47,437.9
9/22/2002,29.80266,-82.41081,48.768,2,10,22.03,30.88,18.05,,19.88,331.5
9/23/2002,29.80266,-82.41081,48.768,2,10,20.64,31.3,17.14,,20.38,287.9
9/24/2002,29.80266,-82.41081,48.768,2,10,5.35,27.04,22.07,29.46,22.74,338.1
9/25/2002,29.80266,-82.41081,48.768,2,10,12.13,29.51,22.41,1.63,23.44,375.8
9/26/2002,29.80266,-82.41081,48.768,2,10,13.47,30.74,23.8,12.19,23.73,679.6
9/27/2002,29.80266,-82.41081,48.768,2,10,18.55,30.75,21.31,,22.64,564.6
9/28/2002,29.80266,-82.41081,48.768,2,10,20.92,31.45,19.84,,21.4,330
9/29/2002,29.80266,-82.41081,48.768,2,10,20.69,31.78,19.19,,21.71,210.9
9/30/2002,29.80266,-82.41081,48.768,2,10,20.04,31.22,21.27,,22.64,364
10/1/2002,29.80266,-82.41081,48.768,2,10,9.08,28.37,21.86,1.85,22.88,308.8
10/2/2002,29.80266,-82.41081,48.768,2,10,15.75,29.69,18.98,,20.93,287.7
10/3/2002,29.80266,-82.41081,48.768,2,10,19.26,30.61,17.08,,19.52,240.2
10/4/2002,29.80266,-82.41081,48.768,2,10,20.39,31.06,16.33,,19.95,159.9
10/5/2002,29.80266,-82.41081,48.768,2,10,19.83,32.12,18.18,,21.07,161.6
10/6/2002,29.80266,-82.41081,48.768,2,10,17.94,33.07,19.3,,21.12,168.9
10/7/2002,29.80266,-82.41081,48.768,2,10,18.9,31.45,17.41,,20.38,226.2
10/8/2002,29.80266,-82.41081,48.768,2,10,17.42,31.58,18.51,3.23,20.86,276.7
10/9/2002,29.80266,-82.41081,48.768,2,10,11.07,26.05,20.37,,21.85,376.4
10/10/2002,29.80266,-82.41081,48.768,2,10,11.52,29.62,21.56,0.69,22.97,239.1
10/11/2002,29.80266,-82.41081,48.768,2,10,17.72,30.29,20.86,0.23,21.73,213
10/12/2002,29.80266,-82.41081,48.768,2,10,15.9,30.87,19.64,,21.53,197.2
10/13/2002,29.80266,-82.41081,48.768,2,10,7.62,28.39,18.38,,20.87,143.1
10/14/2002,29.80266,-82.41081,48.768,2,10,15.01,29.45,18.85,2.29,20.66,337.1
10/15/2002,29.80266,-82.41081,48.768,2,10,3.12,21.9,19.74,12.04,20.41,243.1
10/16/2002,29.80266,-82.41081,48.768,2,10,10.34,21.96,11.25,,15.02,332.3
10/17/2002,29.80266,-82.41081,48.768,2,10,20.51,23.38,7.11,,10.36,188.4
10/18/2002,29.80266,-82.41081,48.768,2,10,20.52,22.71,7.32,,8.28,263.2
10/19/2002,29.80266,-82.41081,48.768,2,10,18.59,27.33,7.13,,12.6,107.7
10/20/2002,29.80266,-82.41081,48.768,2,10,16.12,27.36,10.87,,14.97,116
10/21/2002,29.80266,-82.41081,48.768,2,10,13.57,28.44,15.81,,18.79,309.1
10/22/2002,29.80266,-82.41081,48.768,2,10,17.32,29.46,15.04,,19.12,186.6
10/23/2002,29.80266,-82.41081,48.768,2,10,12.83,26.87,19.15,,19.53,385.8
10/24/2002,29.80266,-82.41081,48.768,2,10,8.49,25.97,19.16,3.2,20.61,263.8
10/25/2002,29.80266,-82.41081,48.768,2,10,7.94,25.35,18.33,0.23,20.45,231.9
10/26/2002,29.80266,-82.41081,48.768,2,10,12.07,26.47,17.44,,19.5,682.9
10/27/2002,29.80266,-82.41081,48.768,2,10,13.38,28.26,17.23,,19.35,298.4
10/28/2002,29.80266,-82.41081,48.768,2,10,11.26,29.85,16.21,,19.71,287.9
10/29/2002,29.80266,-82.41081,48.768,2,10,12.15,29.54,18.96,0.91,21.2,249.3
10/30/2002,29.80266,-82.41081,48.768,2,10,14.2,27.39,17.7,16.97,20.84,368.8
10/31/2002,29.80266,-82.41081,48.768,2,10,14.45,22.62,13.08,,13.61,221.2
11/1/2002,29.80266,-82.41081,48.768,2,10,13.47,24.1,11.02,,13.13,185.6
11/2/2002,29.80266,-82.41081,48.768,2,10,17.59,20.99,8.05,,8.71,198.1
11/3/2002,29.80266,-82.41081,48.768,2,10,10.21,20.78,6.79,,9.83,153.8
11/4/2002,29.80266,-82.41081,48.768,2,10,12.98,26.96,14.08,,16.39,334.5
11/5/2002,29.80266,-82.41081,48.768,2,10,10.79,29.02,15.68,,19.66,439
11/6/2002,29.80266,-82.41081,48.768,2,10,9.35,25.83,9.17,7.16,15.32,603.3
11/7/2002,29.80266,-82.41081,48.768,2,10,17.78,17.61,3.98,,5.57,196.2
11/8/2002,29.80266,-82.41081,48.768,2,10,15.8,24.26,3.7,,9.59,229.5
11/9/2002,29.80266,-82.41081,48.768,2,10,13.92,26.12,10.04,,14.23,290.5
11/10/2002,29.80266,-82.41081,48.768,2,10,10.64,27.65,20.24,13.51,20.5,413.6
11/11/2002,29.80266,-82.41081,48.768,2,10,11.39,28.62,20.53,0.23,21.55,347.5
11/12/2002,29.80266,-82.41081,48.768,2,10,5.1,27.32,14.31,41.35,20.23,348.3
11/13/2002,29.80266,-82.41081,48.768,2,10,14.31,17.93,6.27,9.73,10.94,338.5
11/14/2002,29.80266,-82.41081,48.768,2,10,16.15,20.43,2.54,,8.35,160
11/15/2002,29.80266,-82.41081,48.768,2,10,6.15,22.25,10.56,,14.38,222.2
11/16/2002,29.80266,-82.41081,48.768,2,10,1.38,20.5,14.58,54.03,17.16,406
11/17/2002,29.80266,-82.41081,48.768,2,10,6.53,14.56,3.3,6.88,7.58,591.5
11/18/2002,29.80266,-82.41081,48.768,2,10,16.68,15.81,-0.49,,2.07,231.7
11/19/2002,29.80266,-82.41081,48.768,2,10,15.9,20.28,-0.56,,4.89,129.2
11/20/2002,29.80266,-82.41081,48.768,2,10,12.71,21.4,4.43,,10.92,259.7
11/21/2002,29.80266,-82.41081,48.768,2,10,10.47,22.26,13.31,0.23,15.07,201.4
11/22/2002,29.80266,-82.41081,48.768,2,10,15.61,19.72,6.55,,7.91,353.6
11/23/2002,29.80266,-82.41081,48.768,2,10,16.41,13.53,-2.08,,-0.03,176.9
11/24/2002,29.80266,-82.41081,48.768,2,10,15.84,20.01,-3.03,,4.29,135.3
11/25/2002,29.80266,-82.41081,48.768,2,10,12.91,20.92,3.95,,9.15,156
11/26/2002,29.80266,-82.41081,48.768,2,10,13.07,20.88,2.07,,7.1,148.8
11/27/2002,29.80266,-82.41081,48.768,2,10,13.71,21.24,2.6,,9.1,206.8
11/28/2002,29.80266,-82.41081,48.768,2,10,11,13.36,-0.08,,2.89,246.2
11/29/2002,29.80266,-82.41081,48.768,2,10,15.49,14.28,-4.01,,-1.14,179.8
11/30/2002,29.80266,-82.41081,48.768,2,10,6.92,19.1,-0.41,,8.36,412.4
12/1/2002,29.80266,-82.41081,48.768,2,10,13.72,14.5,-0.82,,2.75,251
12/2/2002,29.80266,-82.41081,48.768,2,10,14.78,16.84,-2.87,,-1.06,119.4
12/3/2002,29.80266,-82.41081,48.768,2,10,13.95,19.99,-0.93,,1.47,170.7
12/4/2002,29.80266,-82.41081,48.768,2,10,10.24,24.02,4.28,,12.15,321.4
12/5/2002,29.80266,-82.41081,48.768,2,10,3.53,21.37,11.33,9.47,17.01,328.3
12/6/2002,29.80266,-82.41081,48.768,2,10,2.13,10.9,4.13,7.72,6.13,359.4
12/7/2002,29.80266,-82.41081,48.768,2,10,13.78,16.93,1.46,0.23,6.57,282.7
12/8/2002,29.80266,-82.41081,48.768,2,10,11.47,20.04,5.25,,10.05,267.4
12/9/2002,29.80266,-82.41081,48.768,2,10,1.96,14.94,11.3,25.43,12.69,380.7
12/10/2002,29.80266,-82.41081,48.768,2,10,2.96,15.13,11.77,9.88,13.75,391.7
12/11/2002,29.80266,-82.41081,48.768,2,10,7.82,17.89,4.55,,11.17,386.3
12/12/2002,29.80266,-82.41081,48.768,2,10,4.66,12.38,4.22,7.14,8.79,209.3
12/13/2002,29.80266,-82.41081,48.768,2,10,4.95,20.99,11.82,14.1,14.25,634.4
12/14/2002,29.80266,-82.41081,48.768,2,10,7.02,12.81,3.89,,4.67,539.9
12/15/2002,29.80266,-82.41081,48.768,2,10,9.51,11.36,0.88,,2.23,235.5
12/16/2002,29.80266,-82.41081,48.768,2,10,14.38,17.55,-1.56,,2.86,205.6
12/17/2002,29.80266,-82.41081,48.768,2,10,10.87,17.87,-0.22,,5.42,157.3
12/18/2002,29.80266,-82.41081,48.768,2,10,12.52,21.22,3.72,,10.62,268.5
12/19/2002,29.80266,-82.41081,48.768,2,10,12.77,25.26,11.97,,14.19,352.5
12/20/2002,29.80266,-82.41081,48.768,2,10,11.25,19.14,9.37,4.8,12.04,666.5
12/21/2002,29.80266,-82.41081,48.768,2,10,14.99,16.46,-0.75,,0.01,187.3
12/22/2002,29.80266,-82.41081,48.768,2,10,14.08,21.29,-1.43,,5.38,167.9
12/23/2002,29.80266,-82.41081,48.768,2,10,13.27,21.83,3.39,,9.15,244.8
12/24/2002,29.80266,-82.41081,48.768,2,10,1.03,21.4,13.17,60.2,16.62,469.9
12/25/2002,29.80266,-82.41081,48.768,2,10,14.29,19.28,3.78,,6.66,773
12/26/2002,29.80266,-82.41081,48.768,2,10,7.65,9.52,0.34,,1.1,185.1
12/27/2002,29.80266,-82.41081,48.768,2,10,13.65,15.08,-1.63,,0.63,172
12/28/2002,29.80266,-82.41081,48.768,2,10,14.82,14.61,-1.2,,-0.52,211.6
12/29/2002,29.80266,-82.41081,48.768,2,10,14.58,18.3,-1.17,,2.11,176.8
12/30/2002,29.80266,-82.41081,48.768,2,10,12.43,20.44,-1.09,,3.24,159.5
12/31/2002,29.80266,-82.41081,48.768,2,10,6.91,23.16,5.96,44.22,13.1,418.8
1/1/2003,29.80266,-82.41081,48.768,2,10,9.3,20.52,12.08,,13.58,635.9
1/2/2003,29.80266,-82.41081,48.768,2,10,9.84,20.13,8.33,,12.07,343.4
1/3/2003,29.80266,-82.41081,48.768,2,10,12.55,17.21,1.33,0.46,5.47,604.6
1/4/2003,29.80266,-82.41081,48.768,2,10,15,11.45,-2.17,,-0.3,274
1/5/2003,29.80266,-82.41081,48.768,2,10,14.9,16.06,-2.96,,1.5,197.4
1/6/2003,29.80266,-82.41081,48.768,2,10,12,18.6,3.11,,4.45,386.1
1/7/2003,29.80266,-82.41081,48.768,2,10,12.17,11.82,-1.07,,-2.05,245.7
1/8/2003,29.80266,-82.41081,48.768,2,10,13.79,15.03,-1.74,,-0.13,462.4
1/9/2003,29.80266,-82.41081,48.768,2,10,13.87,19.77,6.31,,8.65,503.3
1/10/2003,29.80266,-82.41081,48.768,2,10,4.45,20.05,11.75,1.63,13.21,487.9
1/11/2003,29.80266,-82.41081,48.768,2,10,12.97,14.28,-0.57,,-1.23,227.5
1/12/2003,29.80266,-82.41081,48.768,2,10,3.3,7.4,4.45,,-3.36,355.7
1/13/2003,29.80266,-82.41081,48.768,2,10,3.62,8.92,2.93,1.83,3.79,242.1
1/14/2003,29.80266,-82.41081,48.768,2,10,14.08,14.97,0.23,,1.02,248.7
1/15/2003,29.80266,-82.41081,48.768,2,10,14.51,15.02,0.09,,-0.02,263.4
1/16/2003,29.80266,-82.41081,48.768,2,10,13.45,19.63,-2.73,,2.45,359.3
1/17/2003,29.80266,-82.41081,48.768,2,10,9.32,14.8,0.05,,0.81,504.1
1/18/2003,29.80266,-82.41081,48.768,2,10,9.85,6.56,-3.02,,-8.03,315.3
1/19/2003,29.80266,-82.41081,48.768,2,10,12.62,13.06,-5.14,,-5.54,292.7
1/20/2003,29.80266,-82.41081,48.768,2,10,0.61,18.8,-2.6,,2.85,404.4
1/21/2003,29.80266,-82.41081,48.768,2,10,4.4,20.04,7.28,,11.03,474.7
1/22/2003,29.80266,-82.41081,48.768,2,10,2.88,19.01,10.59,0.69,13.95,419.3
1/23/2003,29.80266,-82.41081,48.768,2,10,11.78,10.39,-2.2,,-2.28,564.9
1/24/2003,29.80266,-82.41081,48.768,2,10,5.38,4.62,-7.72,,-13.43,352
1/25/2003,29.80266,-82.41081,48.768,2,10,13.39,12.63,-7.89,,-8.34,162.7
1/26/2003,29.80266,-82.41081,48.768,2,10,0.74,15.82,-3.09,,-2.12,220.9
